GeneID,Tc_ant_1,Tc_ant_2,Tc_ant_3,Tc_ant_5,Tc_leg_1,Tc_leg_2,danaus_leg1,danaus_leg3,danaus_leg4,danaus_leg5,danaus_leg6,danaus_ant1,danaus_ant2,danaus_ant3,danaus_ant4,danaus_ant5,mel_an1,mel_an2,mel_an3,mel_an4,mel_an5,mel_an6,mel_leg1,mel_leg2,mel_leg3,mel_leg4
TC032355,1594,834,1653,319,93,592,781,641,583,63,11488,526,583,505,125,517,26,266,106,1013,208,50,308,17,249,176
TC032363,189,56,210,27,28,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032367,57,137,33,28,4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032368,76,52,46,12,23,537,276,420,107,44,2545,31,47,0,0,46,408,992,651,981,380,339,700,49,437,408
TC032369,2,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032370,1896,1032,1922,397,101,690,881,763,1092,54,16609,404,503,394,261,410,0,0,0,0,0,0,0,0,0,0
TC032374,0,0,0,0,0,0,77,152,141,3,1236,319,145,230,327,483,4,28,2,11,8,11,0,0,2,3
TC032375,0,0,0,0,0,0,77,152,141,3,1236,319,145,230,327,483,4,28,2,11,8,11,0,0,2,3
TC032376,3051,1714,2723,366,68,797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032377,4161,2696,4610,1341,226,1508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032378,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032379,12,0,0,0,0,0,338,418,181,136,7795,914,823,1341,533,1862,327,1318,571,881,458,281,708,165,522,996
TC032380,49076,78588,51544,27368,13076,103440,338,418,181,136,7795,914,823,1341,533,1862,327,1318,571,881,458,281,708,165,522,996
TC032382,1119,850,1303,353,74,503,1,6,1,0,53,11,0,0,0,0,48,127,136,61,78,25,19,10,29,68
TC032387,932,686,1035,218,32,256,131,181,168,12,1912,219,134,57,71,170,81,306,173,132,62,76,79,27,90,182
TC032389,378,139,513,65,5,59,718,686,511,54,4445,964,624,335,271,657,5,24,4,15,1,3,5,0,5,3
TC032390,4321,2694,3637,811,96,1395,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032393,0,0,0,0,0,0,0,0,2,1,180,0,0,0,0,0,571,2548,1653,1059,2473,1625,1101,557,4143,2724
TC032394,5,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
TC032395,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032398,1811,1749,2052,664,98,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032411,3,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032412,17,22,17,5,39,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032413,1772,2,16,0,0,903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032414,2700,2191,2921,911,160,1193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032421,519,4,37,0,2,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032425,1,0,3,0,0,0,0,13,8,1,170,33,15,4,0,10,22,191,49,74,88,53,47,2,98,18
TC032428,18,26,8,4,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032434,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032439,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032451,142,135,48,40,1,32,0,0,0,0,0,0,0,0,0,0,122,281,241,183,143,91,95,25,108,216
TC032455,1989,49,39,11,2,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032456,13,8,5,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032465,18,5,10,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032466,2336,1504,2618,592,89,621,11,10,5,0,54,11,0,53,0,17,198,774,324,261,245,171,323,75,454,650
TC032473,0,0,0,0,0,0,545,1135,406,98,12230,628,883,258,221,494,1,0,0,1,6,1,0,0,7,4
TC032474,25,11,28,6,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032478,60,36,79,22,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032480,31,2,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032487,2070,1347,2048,454,76,683,844,565,534,59,4317,863,781,714,136,795,0,0,0,0,0,0,0,0,0,0
TC032494,56,42,59,19,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032496,991,854,632,263,16,213,14,32,8,1,8,21,23,0,29,12,0,29,4,78,27,1,309,2,17,2
TC032498,2908,1254,3432,444,100,776,888,432,511,88,4443,574,288,197,204,398,1071,3699,1486,2029,1198,815,1122,359,1305,1686
TC032499,4,1,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032503,181,120,206,59,6,85,25,18,4,2,120,9,2,0,0,25,27,53,39,45,33,11,47,14,71,96
TC032506,6260,4558,6252,1804,258,1862,145,230,97,11,3617,342,519,398,211,460,461,2809,870,1569,505,1111,533,94,488,530
TC032507,10924,8058,11388,2996,942,7500,4353,3400,7201,148,60208,1411,948,956,610,1280,1,12,3,4,3,4,5,0,8,2
TC032508,2361,1501,2244,698,122,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032512,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032519,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032520,569,605,541,260,71,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032522,2690,3142,1475,832,78,805,20,131,12,4,39,56,43,61,1,75,0,0,0,3,0,1,6,0,0,1
TC032538,4850,2715,4675,915,740,5315,7,55,2,6,631,1,0,0,0,64,462,2088,761,4322,876,452,3343,342,1593,1634
TC032539,194,272,181,52,26,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032543,7,4,6,1,0,1,2,1,1,0,12,29,30,33,0,81,6,10,17,20,1,4,12,4,4,22
TC032546,0,0,0,0,0,0,147,89,106,10,1824,141,45,66,82,123,0,0,0,0,0,0,3,0,0,0
TC032548,3615,3471,4076,1187,199,1409,82,85,50,12,2246,183,94,101,49,200,9,7,3,24,5,4,2,0,3,3
TC032551,1561,1324,1876,540,103,575,103,96,80,7,1522,145,129,111,63,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032552,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032555,6,9,6,7,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032557,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032569,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032571,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032572,3,4,9,2,0,0,2406,2804,998,149,5204,4722,1999,2007,1014,1504,10,5,14,22,5,5,54,12,39,63
TC032577,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032581,1341,1256,1007,334,55,706,1,0,0,0,16,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0
TC032584,1157,285,1134,58,8,248,7061,3611,3615,373,34336,11809,5476,6704,4939,5835,113,390,245,224,229,47,101,25,174,121
TC032595,880,6,86,2,0,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032601,1588,506,1302,282,35,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032602,19,9,20,3,12,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032603,418,16,406,15,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032604,2563,1523,2729,638,103,552,239,200,142,31,1485,492,220,387,86,252,11,46,14,43,6,7,43,1,6,2
TC032605,952,742,1004,307,60,398,94,69,50,13,1358,80,81,166,46,160,324,1103,448,346,40,175,1,0,0,4
TC032610,133,47,96,29,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032613,884,55,115,13,1,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032620,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032622,8,79,15,32,8,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032629,102,86,88,33,4,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032630,2714,1518,2842,566,12,100,4,8,4,2,70,110,20,25,0,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032638,206,29,87,12,1,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032639,31,83,26,13,10,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032643,104,44,83,15,0,5,30,35,58,10,372,619,398,121,0,553,6,0,5,7,0,6,38,4,20,28
TC032664,0,0,0,0,0,0,12,2,7,0,244,5,20,0,0,0,0,0,7,0,0,0,0,0,0,1
TC032665,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,23,180,59,126,149,39,73,18,98,112
TC032666,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032676,406,3,24,2,1,227,2,29,10,0,0,93,0,32,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032680,41,30,32,4,190,853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032682,117,7,19,6,1,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032684,401,294,468,112,12,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032693,411,156,424,81,2,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,381,126,1155,238,79,151,15,69,81
TC032705,68,1046,25,447,115,745,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032710,30,26,21,15,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032716,1949,1021,2041,487,117,799,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032717,6,5,7,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032719,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC032720,2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032722,516,229,402,119,3,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032723,292,178,307,105,8,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032724,155,212,139,92,63,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032727,1426,39,721,16,1,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032728,24182,11514,23166,4914,429,2967,111,176,88,19,357,314,177,110,118,282,16,22,7,12,2,3,3,0,1,9
TC032729,5170,3786,3451,1131,149,1442,824,646,538,49,5895,500,218,448,171,297,18,75,34,54,32,15,57,27,95,124
TC032731,56,43,67,25,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032732,1461,722,1620,240,41,439,171,295,155,30,1835,147,74,284,87,263,2,0,0,0,0,0,0,0,0,0
TC032734,2608,1320,2576,483,113,800,193,283,137,24,3725,355,338,246,174,307,0,0,0,0,0,0,1,0,0,0
TC032748,157,70,146,34,3,67,0,0,0,0,1,0,0,0,0,0,141,329,173,246,76,75,21,4,15,22
TC032759,1497,1120,1635,357,54,543,225,267,281,29,3665,245,215,216,90,260,5,8,23,47,24,24,9,1,16,8
TC032760,1154,1082,490,419,134,1362,30,146,25,8,1019,23,43,30,28,43,307,1345,539,602,467,262,390,136,552,726
TC032769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032772,59,94,83,50,20,125,30,31,10,2,354,106,40,0,71,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032774,5,3,3,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032779,2247,1882,2442,905,257,1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032781,1003,743,1136,322,28,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032782,38953,29381,39420,10488,447,3020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032783,881,427,885,136,82,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,787,42,5,37,0,9,0
TC032785,0,0,0,0,0,0,84,101,42,12,1323,162,164,52,93,222,90,170,119,154,97,66,80,22,102,105
TC032788,219,270,189,80,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032790,360,398,258,132,2,58,479,521,340,49,3983,915,846,966,217,885,0,12,0,12,0,2,2,0,0,2
TC032792,128,180,94,64,4,54,10,22,27,1,43,77,17,37,33,9,0,0,0,0,0,0,0,0,0,1
TC032798,8,1,3,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,1,0,0,0,0,0,0
TC032799,241,123,259,62,8,47,63,158,75,16,1259,107,149,51,0,115,11,8,13,10,16,6,3,0,4,8
TC032800,2650,58,236,16,2,1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032801,118,80,65,23,2,29,887,512,206,63,1953,412,188,332,129,466,376,4407,821,520,56,289,0,0,0,13
TC032803,0,0,0,0,0,0,18,63,49,5,671,31,85,0,25,44,2,0,0,3,0,1,2,0,0,0
TC032806,20,17,24,3,0,5,76,51,26,2,213,23,0,0,8,10,162,1156,281,449,59,235,201,64,95,421
TC032816,426,1473,351,655,218,1375,57,102,25,5,455,80,14,0,97,45,65,245,86,69,47,70,39,21,38,83
TC032817,1133,825,1195,404,61,545,0,0,0,0,5,0,0,0,0,0,32,282,82,95,64,51,45,17,51,97
TC032818,67,22,29,3,15,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032820,19,7,19,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,134,46,84,38,36,80,10,83,83
TC032824,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032825,358,508,224,152,33,467,83,46,52,4,303,196,84,25,3,159,0,0,0,0,0,0,0,0,0,0
TC032827,291,449,314,149,140,943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032829,1971,1407,2231,565,77,597,270,212,173,26,2957,316,283,154,195,368,7,26,10,23,12,23,7,6,12,9
TC032831,28,314,4,47,74,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032835,1727,1957,1396,653,423,3994,4,0,0,0,3,3,0,0,17,0,2,0,2,2,0,19,2,6,0,4
TC032841,29,186,14,72,33,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032845,466,2954,307,462,143,2399,0,4,1,0,64,75,0,0,0,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032848,503,669,464,324,70,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032851,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0,0,1,2,2,5
TC032858,1498,1371,1673,536,76,663,69,74,41,8,792,52,37,32,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032859,680,529,715,183,59,326,672,795,710,22,4674,348,251,192,186,436,1466,4976,1960,844,2453,2538,304,307,1401,1170
TC032865,2810,1567,2567,581,131,1096,736,576,624,64,10776,635,261,252,443,432,177,412,294,238,222,158,126,75,159,402
TC032872,46,20,20,11,24,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,434,126,136,83,81,79,27,116,174
TC032873,38,4,22,0,16,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032876,44,74,44,0,0,6,24,12,1,1,34,10,0,0,0,0,900,2856,1337,1642,1077,825,1772,631,1940,3155
TC032878,5,5,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032882,1052,594,1070,190,38,328,7,5,0,0,0,0,0,0,0,7,14,40,4,4,4,4,0,0,0,2
TC032883,0,0,0,0,0,0,8,13,8,0,20,8,0,0,0,25,88,127,95,107,65,77,87,20,70,99
TC032896,0,0,0,0,0,0,40,170,108,4,464,33,0,45,0,11,0,0,0,0,0,0,0,0,0,0
TC032902,285,125,294,33,9,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032903,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032904,56,80,26,15,2,19,0,7,4,0,28,0,0,68,14,3,4,17,13,10,5,9,9,2,25,21
TC032905,8,5,2,2,2,2,0,7,4,0,28,0,0,68,14,3,4,17,13,10,5,9,9,2,25,21
TC032906,570,1330,534,390,159,1345,0,7,4,0,28,0,0,68,14,3,4,17,13,10,5,9,9,2,25,21
TC032908,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032912,575,443,539,151,16,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032916,3086,2098,2843,887,146,1051,188,179,138,14,1488,194,165,155,75,143,105,295,170,94,82,73,51,25,75,138
TC032931,652,297,718,97,20,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032933,3,3,14,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032935,7,35,8,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032936,5024,7582,5955,2964,1098,8899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,4,47,0,0,10,1,1,11
TC032937,89,116,68,64,13,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,4,47,0,0,10,1,1,11
TC032942,95,40,87,1,6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032943,888,278,855,117,14,178,69,119,33,16,1667,38,157,79,51,113,0,0,0,0,0,0,0,0,0,0
TC032945,1,4,1,3,7,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032948,3,3,1,4,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032949,172,219,155,123,25,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032953,37,0,3,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032955,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032957,7898,4684,7913,1529,498,3269,8555,7929,8928,670,102522,10485,10186,11787,5472,8694,5,0,8,11,6,4,11,1,10,13
TC032990,42,13,21,2,0,5,8,18,17,2,130,504,79,64,43,561,15,92,56,61,17,18,21,4,8,33
TC032993,53,30,34,7,5,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032995,62,46,63,20,4,14,123,153,109,14,2469,237,139,291,130,179,42,33,44,11,15,277,20043,10120,35320,45344
TC032997,776,5662,403,856,477,8852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC032999,73,130,50,32,9,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033001,9,14,12,7,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033002,90,453,81,139,22,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033003,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033009,2822,1920,2853,821,156,1128,212,185,155,16,1899,151,98,68,21,213,1,0,1,0,0,0,0,0,0,0
TC033016,1,0,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033019,0,0,0,0,0,0,6,3,1,0,58,0,2,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033022,1044,518,1141,218,48,246,417,762,264,43,7388,463,396,445,80,472,34,22,43,44,46,32,16,11,31,57
TC033027,72,108,35,36,152,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC033029,2925,2463,2226,767,136,1263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,857,298,670,139,160,240,49,197,334
TC033035,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033038,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033039,1665,6,15,1,0,1378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033041,0,0,0,0,0,0,211,254,193,18,2121,1682,1536,901,430,949,63,99,51,89,24,37,42,11,34,32
TC033045,11,28,11,8,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033046,0,0,0,0,0,0,83,54,30,3,261,136,45,41,7,58,1,6,0,3,1,9,1,0,2,1
TC033047,4,1,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033052,4176,1618,4826,784,116,748,95,144,70,9,605,278,234,193,153,227,218,440,266,581,227,115,209,34,217,201
TC033055,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033056,285,199,291,62,14,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033064,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC033067,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
