GeneID,Tc_ant_1,Tc_ant_2,Tc_ant_3,Tc_ant_5,Tc_leg_1,Tc_leg_2,danaus_leg1,danaus_leg3,danaus_leg4,danaus_leg5,danaus_leg6,danaus_ant1,danaus_ant2,danaus_ant3,danaus_ant4,danaus_ant5,mel_an1,mel_an2,mel_an3,mel_an4,mel_an5,mel_an6,mel_leg1,mel_leg2,mel_leg3,mel_leg4
TC000560,5,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000561,8246,5586,8284,1463,95,2888,1711,2007,845,187,22492,9395,7200,2950,1599,5188,2040,7924,3531,4117,3070,2025,3239,1538,4333,7528
TC000567,7301,2281,7903,1143,173,1112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000570,0,0,0,0,0,0,1798,2049,786,87,5570,867,506,540,259,767,0,0,0,0,0,0,0,0,0,0
TC000571,55,84,47,26,1,5,15,3,5,0,186,114,60,0,0,95,38,82,39,91,18,21,34,3,26,14
TC000574,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,12,1,0,0,1,0,0,0,0,0,0
TC000575,3952,3164,3086,569,103,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC000576,4,1,4,0,2,14,79116,63321,44715,3342,208312,803,483,1208,480,71,132,393,188,197,110,111,137,39,142,256
TC000577,1733,782,819,214,27,289,546,595,458,66,5396,1397,1103,959,496,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000578,0,0,0,0,0,1,84,101,42,12,1323,162,164,52,93,222,90,170,119,154,97,66,80,22,102,105
TC000581,25,11,15,0,0,1,178,173,98,18,1079,950,549,816,537,737,0,0,0,2,1,0,0,0,0,0
TC000582,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000583,1574,866,1504,309,42,566,244,157,171,11,350,81,21,19,0,13,0,0,0,0,0,0,0,1,1,0
TC000584,791,432,824,169,26,134,226,226,130,20,4225,310,252,62,80,234,8,6,2,1,3,1,0,1,2,0
TC000585,17,39,10,9,0,15,22,11,5,0,129,59,78,28,70,30,7,57,5,5,1,0,0,0,0,1
TC000586,7536,7295,4975,1979,40,516,98,110,71,11,1204,739,364,371,116,575,16,3,16,15,7,10,11,5,16,20
TC000587,698,1646,677,661,149,760,363,693,88,21,1378,237,135,186,24,112,1,0,2,8,15,6,9,2,28,11
TC000588,514,4308,324,1444,355,3045,9,36,18,4,337,28,262,0,10,36,0,0,0,0,0,0,0,0,0,0
TC000589,1660,991,1235,218,20,432,114,105,67,9,716,85,14,0,30,83,69,282,114,106,43,55,87,35,106,157
TC000590,47495,12960,39012,2309,389,10264,7611,3332,2816,250,24602,6738,1180,905,1578,2526,61,170,78,51,63,41,51,23,58,168
TC000591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,8,31,13,3,17,1,30,16
TC000593,6,9,6,0,1,5,64,62,44,7,464,226,248,302,142,156,34,51,55,52,23,20,48,15,30,60
TC000596,6592,17125,7269,6745,791,5734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000598,6,0,1,0,0,1,0,1,0,1,41,5,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000599,4,0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000600,4,0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000601,40,1,142,3,0,1,0,1,0,1,41,5,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000602,47,2,1,2,0,14,0,1,0,1,41,5,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000603,164,101,189,53,6,36,210,374,152,29,2853,558,225,300,175,618,40,452,177,13,32,65,80,42,96,450
TC000605,0,0,0,0,0,0,95,84,46,3,862,497,194,228,36,192,0,4,3,284,15,8,49,0,16,1
TC000608,1253,659,1427,275,18,150,2,0,0,0,13,1059,423,331,0,420,35,444,63,1,9,32,11,12,15,68
TC000609,2845,1450,2646,503,78,872,135,158,118,13,853,70,49,43,43,57,3,15,3,0,3,1,2,0,2,4
TC000611,866,4992,810,1452,374,3672,178,333,106,29,1262,241,161,96,68,292,217,800,371,483,380,244,253,122,228,622
TC000612,1559,730,1674,280,63,531,512,512,1168,52,10024,582,276,573,286,447,136,689,233,262,423,155,212,47,482,221
TC000613,2367,1409,2553,518,80,651,73,48,23,2,878,99,136,55,19,150,60,196,61,76,44,56,114,41,95,203
TC000614,20107,5036,21199,1949,278,2109,1509,1286,1265,316,3308,1286,715,655,754,1208,0,0,0,0,0,0,0,0,0,0
TC000615,1381,1430,1123,427,43,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,243,74,80,93,73,66,21,64,111
TC000616,93260,94603,86121,30859,2626,21012,1006,1599,1012,77,13716,2788,1494,2103,1147,1917,302,539,444,508,339,296,321,126,410,551
TC000617,898,502,938,175,50,318,221,265,206,23,2443,306,193,110,120,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000618,0,0,0,0,0,0,9,0,5,1,20,24,25,0,0,21,93,463,161,226,101,84,317,52,313,233
TC000619,1174,404,1327,155,49,337,0,1,0,0,0,0,0,0,0,0,5,1,8,8,20,15,1330,383,1633,1381
TC000620,3445,2431,2157,498,79,1147,694,723,470,52,2038,1322,821,1329,305,1262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000621,1845,1375,1840,471,104,759,353,413,373,46,7697,424,317,334,278,331,162,1195,662,720,663,839,503,173,474,504
TC000625,0,0,0,0,0,0,412,321,252,9,4632,729,95,224,1111,347,438,879,669,476,931,447,345,223,2332,1722
TC000626,3099,2476,2060,789,42,359,1,7,4,0,2,22,0,0,0,18,0,0,1,1,2,4,0,0,1,5
TC000627,4617,2381,4579,644,194,2434,1342,916,995,72,16211,783,211,236,466,386,512,1465,778,953,473,392,1965,552,1895,2743
TC000630,7040,5315,6788,1733,342,3541,226,275,56,5,1673,134,33,22,13,72,1,4,4,0,2,1,0,0,1,1
TC000634,7,5,3,1,0,3,62,53,31,6,476,81,17,15,15,38,0,0,0,0,0,0,0,0,0,0
TC000640,8,2,4,1,0,2,4,24,14,2,22,34,0,0,0,15,19,13,22,38,10,6,10,0,1,2
TC000641,5629,6225,3077,1217,221,2952,2177,1993,1204,223,6290,3220,1975,2135,793,2814,7,59,5,8,3,2,2,2,4,7
TC000642,1234,7,63,0,0,626,3,2,2,0,22,29,10,0,23,41,1,3,0,2,4,2,0,0,2,0
TC000664,2,11,1,1,0,4,3,0,0,0,10,118,121,46,97,29,1,0,2,17,2,3,166,1,12,8
TC000668,51,148,33,29,47,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,447,141,161,44,168,152,44,162,274
TC000669,15174,13620,15765,4253,151,1533,2,3,0,0,1,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0
TC000673,422,402,511,98,21,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000675,24,23,13,6,1,10,0,0,0,0,3,14,0,0,0,24,2,0,4,0,1,3,11,0,0,5
TC000676,8833,7363,8036,2727,603,5074,22,15,7,1,230,759,715,875,206,145,5,0,0,13,14,6,17,3,26,9
TC000678,49,22,43,6,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000679,0,0,0,0,0,0,1751,1365,2792,60,10678,435,157,82,1,342,8,2,12,22,12,0,4,2,16,12
TC000680,2680,9590,2498,2638,130,880,1751,1365,2792,60,10678,435,157,82,1,342,8,2,12,22,12,0,4,2,16,12
TC000681,0,0,2,0,0,0,1751,1365,2792,60,10678,435,157,82,1,342,8,2,12,22,12,0,4,2,16,12
TC000685,0,0,0,0,0,0,29,28,5,3,50,49,27,52,89,86,401,1204,485,418,281,265,145,31,162,256
TC000686,3567,2353,2641,730,98,714,1393,1276,1778,43,9569,309,275,497,93,265,0,0,0,1,1,0,0,0,2,2
TC000687,4722,841,5363,404,83,590,93,173,90,10,1617,300,439,735,124,390,0,0,0,0,0,0,0,0,1,0
TC000689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,130,77,53,23,45,34,36,43,168
TC000693,2578,3795,1360,877,272,3010,1282,1471,715,116,10744,782,564,780,424,1118,2,5,2,2,0,2,2,0,0,0
TC000699,57,43,37,13,1,12,0,1,0,0,19,0,0,0,0,7,77,379,92,801,206,62,427,32,350,147
TC000706,9,10,5,1,0,8,0,0,0,0,0,0,0,0,0,0,7,0,7,2,2,0,1,0,0,4
TC000707,0,0,0,0,0,0,200,227,97,36,4398,129,86,149,163,250,81,376,106,230,83,140,102,40,65,140
TC000708,1198,719,1305,261,68,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000719,5,51,5,2,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000720,12,24,2,6,2,40,112,223,43,0,60,20,95,0,60,0,0,0,0,9,0,2,0,0,0,0
TC000722,36,4,18,0,0,2,17,42,33,4,247,23,0,0,0,12,25,53,27,17,10,4,20,1,19,20
TC000725,54,50,16,16,0,36,17,42,33,4,247,23,0,0,0,12,25,53,27,17,10,4,20,1,19,20
TC000726,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000727,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000734,24,34,16,14,6,44,87,137,34,11,1258,9,12,0,0,7,17,30,22,17,12,14,8,3,14,39
TC000736,27,6,51,3,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000737,3404,1017,3354,399,76,552,162,277,73,14,1944,315,247,249,196,262,84,374,99,148,66,79,100,45,135,233
TC000739,8845,3647,9348,1468,202,1495,760,896,687,70,9370,1344,553,585,373,1052,3,14,10,8,10,5,7,4,12,24
TC000745,26,37,27,15,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000746,1315,718,1361,387,45,300,455,425,325,42,5852,748,502,516,286,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000747,2697,1351,2851,531,61,409,190,198,193,16,3755,383,252,150,113,388,18,7,24,27,42,12,33,6,44,47
TC000748,1959,905,1618,252,68,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
TC000749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,210,147,177,180,79,99,40,128,211
TC000750,0,0,0,0,0,0,147,171,117,19,2670,122,95,49,70,183,15,21,14,43,4,1,30,7,4,16
TC000754,23,16,31,11,2,12,5,4,2,0,17,25,28,96,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000758,2218,1026,2290,406,62,449,164,209,118,27,2969,160,138,115,51,251,2,0,2,4,4,5,2,0,0,0
TC000766,4857,3047,5147,1238,192,1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000768,2037,1345,2087,568,190,1168,784,713,1069,43,11420,726,451,661,270,737,261,1145,294,203,208,347,198,48,157,167
TC000770,1274,606,1377,242,36,322,213,325,128,31,3416,309,170,53,72,285,0,0,0,0,0,0,0,0,0,0
TC000771,2874,1764,3250,687,176,974,620,559,722,35,3229,423,317,513,97,455,0,0,0,0,0,0,0,0,0,0
TC000773,0,0,0,0,0,0,76,46,23,4,367,42,36,14,17,90,3453,13341,5837,4236,4698,3654,2678,1056,4349,4009
TC000779,2336,1325,2436,519,106,766,140,206,151,17,1822,229,112,87,130,183,0,4,3,3,4,0,0,0,4,0
TC000780,0,0,0,0,0,0,7,11,4,0,32,9,0,45,0,36,53,157,65,88,61,65,12,8,19,24
TC000781,1783,919,2035,392,40,326,233,283,177,17,734,507,201,277,126,467,5,9,2,43,3,7,8,0,5,6
TC000782,0,0,0,0,0,0,121,93,73,14,294,57,37,22,33,47,108,401,128,160,58,128,50,10,37,80
TC000784,851,346,984,157,25,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000790,339,244,341,98,12,79,23,81,17,6,939,64,89,106,20,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000791,697,151,338,14,80,893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000792,3821,2351,3695,853,179,1611,1892,1798,1208,184,5742,1278,972,952,539,984,0,0,0,0,0,0,0,0,0,0
TC000793,0,0,0,0,0,0,241,319,290,6,958,140,79,11,74,112,0,0,0,0,0,0,0,0,0,0
TC000795,3004,790,3299,305,76,495,348,416,237,53,6882,433,534,665,231,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000797,0,0,0,0,0,0,58,41,20,2,177,16,35,0,0,0,28,41,22,59,7,30,12,3,3,11
TC000802,24,18,31,8,2,17,3,0,1,0,37,43,0,0,0,72,2,3,1,5,0,1,0,0,3,3
TC000803,144,8,38,2,0,0,0,0,1,0,23,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000804,134,6,340,12,12,18,0,0,1,0,23,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000805,0,0,0,0,0,0,117,80,56,7,692,284,98,147,31,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000806,4904,2723,5211,1004,325,2173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000807,7696,5279,4929,1234,199,2755,3622,3414,2215,351,13742,2754,1632,1248,1222,1982,1,2,0,0,1,5,0,0,0,0
TC000808,3,9,2,1,0,2,4,0,2,0,1560,41,0,0,0,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000811,3056,1735,2674,508,71,745,918,875,881,68,9742,810,318,479,267,706,32,57,82,59,26,15,31,6,36,90
TC000813,6,4,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000821,21,89,34,37,3,38,340,1087,133,62,11409,5510,3260,2260,1166,6319,1,0,29,2,0,0,1,0,0,21
TC000822,2,4,10,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000823,801,242,835,117,19,90,202,237,241,22,3940,204,136,117,81,186,276,1449,407,553,291,203,246,128,292,531
TC000824,4910,3073,5166,1241,187,1370,139,86,47,12,1614,255,47,68,192,181,0,0,6,3,0,0,0,0,1,5
TC000825,7214,1447,7916,610,98,707,329,507,149,43,6051,384,814,514,220,453,26,131,23,30,21,16,15,8,12,36
TC000827,2802,1951,2408,818,278,2072,1415,1373,614,81,10300,419,285,191,225,198,24,66,22,21,26,11,14,7,25,54
TC000829,5788,6632,5655,3156,692,4006,2,3,1,0,6,0,0,0,0,0,116,333,144,149,93,54,99,31,105,144
TC000830,502,560,303,163,20,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000831,0,0,0,0,0,0,132,81,54,9,1630,207,119,245,148,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000832,194,189,116,61,1,13,3,0,5,0,20,10,0,0,0,24,66,251,118,75,63,67,29,26,40,161
TC000835,3140,2749,2280,644,78,1098,96,128,66,5,1778,324,312,524,221,387,7,0,17,21,9,3,16,3,20,11
TC000837,1021,1714,725,324,131,1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000840,1934,1169,1907,529,51,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000844,1177,716,1375,276,90,573,871,641,724,68,3752,525,313,373,245,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000847,0,0,0,0,0,0,613,528,380,56,957,1825,1322,1352,528,1391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000849,0,0,0,0,0,0,60,90,74,8,1312,110,127,57,52,172,43,178,94,153,24,99,153,45,171,262
TC000853,9,4,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000859,173,31,92,16,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000861,0,0,0,0,0,0,0,2,7,0,5,15,0,0,0,21,283,683,203,275,300,123,220,66,379,345
TC000863,118,91,108,45,4,22,0,4,1,0,20,22,0,0,0,0,0,0,1,1,0,1,1,0,0,3
TC000868,539,766,298,174,34,688,4,0,2,0,8,0,0,0,0,0,9,65,14,39,17,3,28,5,41,22
TC000870,132,285,96,75,2,38,5,13,1,1,168,79,71,3,10,5,7,3,10,11,10,4,16,4,13,9
TC000871,0,0,0,0,0,0,68,70,21,4,612,10,1,0,0,8,223,784,336,353,169,242,137,52,142,288
TC000872,3860,2378,4168,1012,104,858,0,1,5,1,11,19,0,38,0,8,0,0,8,4,1,0,1,0,0,2
TC000873,0,0,0,0,0,0,9,3,0,0,36,4,0,0,0,0,0,0,1,5,1,0,4,0,0,0
TC000874,6255,5585,7026,2151,273,1754,3158,2485,3638,154,32879,3712,2262,2007,2229,2683,229,639,319,377,88,114,67,19,72,157
TC000875,9550,6240,8936,1992,394,3470,337,464,289,35,3810,1079,955,1647,694,1589,486,2346,830,1292,806,660,636,168,994,708
TC000877,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000880,771,621,493,182,11,213,839,878,437,71,781,1145,686,507,706,1440,0,0,0,0,0,0,0,0,0,0
TC000882,2,0,0,0,0,2,660,656,588,18,3068,806,238,488,136,398,600,2442,986,704,788,462,632,152,570,1134
TC000885,43,43,41,4,1,4,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,2,0
TC000886,1752,713,1867,245,54,324,259,261,129,20,2989,248,158,220,11,342,0,0,7,59,24,2,24,0,21,8
TC000887,0,1,0,0,0,2,3,0,0,0,10,118,121,46,97,29,1,0,2,17,2,3,166,1,12,8
TC000889,0,0,0,0,0,0,9,8,5,1,37,2,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000894,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000903,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000917,0,0,0,0,4,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000921,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000922,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000925,10,0,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,290,119,98,61,70,43,18,64,106
TC000930,4654,10243,4005,2971,2014,14635,148,408,213,66,558,394,392,589,396,409,34,112,60,74,38,27,70,20,74,80
TC000931,8125,3606,8584,1373,226,1580,1129,944,834,102,6701,1840,1019,648,616,2054,50,21,73,59,53,24,16,3,46,58
TC000932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC000933,0,0,0,0,0,0,601,502,610,40,731,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000934,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000940,92,276,36,108,0,4,1,0,0,0,107,6,0,2,0,9,2,0,1,1,1,0,2,2,2,2
TC000944,64,60,76,32,20,108,1,0,0,0,107,6,0,2,0,9,2,0,1,1,1,0,2,2,2,2
TC000948,345,253,174,86,10,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000949,0,0,0,0,0,0,372,395,400,18,2434,564,121,261,256,510,14,20,9,47,4,2,8,0,3,7
TC000953,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,5,0,6,0
TC000956,5504,3216,4562,1158,206,1720,423,475,309,40,5162,1045,495,978,366,734,54,49,60,77,10,19,0,0,2,0
TC000957,0,0,0,0,0,0,1244,928,504,67,4274,2168,1491,1253,499,1578,0,0,0,0,0,0,0,0,3,0
TC000960,8318,9900,4827,3049,314,2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000961,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000962,2655,1800,3044,724,136,997,164,279,79,20,2760,327,270,356,246,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000963,7668,5478,5328,1266,259,3121,2376,2588,1802,219,16732,964,658,672,319,870,1,0,0,0,0,0,0,0,0,0
TC000964,122,45,77,7,1,5,904,556,754,72,944,2033,1210,687,249,1535,165,361,184,217,183,102,147,44,135,207
TC000965,4117,2032,4459,945,152,1050,134,94,81,15,1005,222,125,121,44,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000966,326,66,330,36,1,29,134,94,81,15,1005,222,125,121,44,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000968,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
TC000969,8204,4098,5820,864,225,2886,1775,1989,1080,215,16384,1272,1445,894,747,1094,126,445,133,149,101,90,75,29,82,160
TC000970,15148,8216,10124,2330,596,7142,2282,3294,2134,206,20292,1402,1341,1018,847,2470,30,42,10,17,5,0,15,0,1,12
TC000971,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000972,8403,2998,9386,1566,385,2567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000973,2264,1594,1650,387,67,811,91,85,55,3,342,269,235,107,96,80,1,4,7,3,3,1,5,0,3,2
TC000974,1062,1002,534,253,32,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000976,1457,12,92,6,0,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000979,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000980,89,254,118,87,73,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,162,52,104,40,35,34,18,64,130
TC000981,4123,7683,2457,2039,60,538,333,176,138,22,3491,4216,2116,1103,322,2319,28,96,142,451,50,200,1715,210,474,1143
TC000982,5,0,15,0,0,0,10,94,9,1,389,6,0,0,46,34,4974,79662,6974,121989,241428,7857,15591,3414,39235,21229
TC000985,1761,1034,2017,382,63,632,137,238,175,25,2985,361,719,746,307,349,4,11,2,18,2,0,10,1,4,9
TC000986,5175,2456,5035,980,125,1261,1174,991,700,92,10838,866,686,656,273,1264,35,141,39,101,44,16,23,4,22,26
TC000988,698,1646,677,661,149,760,6,11,2,0,74,9,26,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC000992,9,7,15,2,0,3,0,0,0,0,0,7,0,0,0,0,5,24,3,8,3,1,9,0,4,0
TC000993,225,1,13,1,0,110,0,0,0,0,0,7,0,0,0,0,5,24,3,8,3,1,9,0,4,0
